Time [s],Packet ID,Address,Data,Read/Write,ACK/NAK
5.311562000000000,34,0x27,0x84,Write,ACK
5.311668500000000,34,0x27,0x80,Write,ACK
5.311898500000000,35,0x27,0x00,Write,ACK
5.312005000000000,35,0x27,0x04,Write,ACK
5.312111500000000,35,0x27,0x00,Write,ACK
5.312218000000000,35,0x27,0xC0,Write,ACK
5.312324500000000,35,0x27,0xC4,Write,ACK
5.312459000000000,35,0x27,0xC0,Write,ACK
5.312689500000000,36,0x27,0x00,Write,ACK
5.312796000000000,36,0x27,0x04,Write,ACK
5.312902000000000,36,0x27,0x00,Write,ACK
5.313008500000000,36,0x27,0x10,Write,ACK
5.313115000000000,36,0x27,0x14,Write,ACK
5.313221500000000,36,0x27,0x10,Write,ACK
5.313463000000000,37,0x27,0x00,Write,ACK
5.313569000000000,37,0x27,0x04,Write,ACK
5.313675500000000,37,0x27,0x00,Write,ACK
5.313782000000000,37,0x27,0x60,Write,ACK
5.313888500000000,37,0x27,0x64,Write,ACK
5.313995000000000,37,0x27,0x60,Write,ACK
5.314225000000000,38,0x27,0x00,Write,ACK
5.314331500000000,38,0x27,0x04,Write,ACK
5.314466500000000,38,0x27,0x00,Write,ACK
5.314572500000000,38,0x27,0x20,Write,ACK
5.314679000000000,38,0x27,0x24,Write,ACK
5.314785500000000,38,0x27,0x20,Write,ACK
5.316640000000000,39,0x27,0x80,Write,ACK
5.316746500000000,39,0x27,0x84,Write,ACK
5.316853000000000,39,0x27,0x80,Write,ACK
5.316959500000000,39,0x27,0x00,Write,ACK
